temperature,time,conectiondeviced,target
25.39,3,MXchip,Normale
27.2,3,MXchip03,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
27.1,3,MXchip03,Normale
25.29,3,MXchip,Normale
27.2,3,MXchip03,Normale
25.39,3,MXchip,Normale
27.2,3,MXchip03,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
27.2,3,MXchip03,Normale
25.29,3,MXchip,Normale
27.1,3,MXchip03,Normale
25.2,3,MXchip,Normale
27.2,3,MXchip03,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
25.2,3,MXchip,Normale
25.29,3,MXchip,Normale
25.2,3,MXchip,Normale
27.1,3,MXchip03,Normale
27.2,3,MXchip03,Normale
27.1,3,MXchip03,Normale
25.29,3,MXchip,Normale
27.2,3,MXchip03,Normale
25.2,3,MXchip,Normale
25.29,3,MXchip,Normale
25.2,3,MXchip,Normale
27.2,3,MXchip03,Normale
25.29,3,MXchip,Normale
27.1,3,MXchip03,Normale
27.2,3,MXchip03,Normale
25.2,3,MXchip,Normale
25.29,3,MXchip,Normale
27.1,3,MXchip03,Normale
25.2,3,MXchip,Normale
27.0,3,MXchip03,Normale
27.1,3,MXchip03,Normale
25.29,3,MXchip,Normale
27.0,3,MXchip03,Normale
25.2,3,MXchip,Normale
27.1,3,MXchip03,Normale
27.0,3,MXchip03,Normale
25.29,3,MXchip,Normale
25.2,3,MXchip,Normale
27.1,3,MXchip03,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
27.0,3,MXchip03,Normale
27.1,3,MXchip03,Normale
27.0,3,MXchip03,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
27.0,3,MXchip03,Normale
27.1,3,MXchip03,Normale
27.0,3,MXchip03,Normale
25.29,3,MXchip,Normale
25.2,3,MXchip,Normale
27.1,3,MXchip03,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
27.2,3,MXchip03,Normale
27.2,3,MXchip03,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
27.1,3,MXchip03,Normale
27.2,3,MXchip03,Normale
27.1,3,MXchip03,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
27.1,3,MXchip03,Normale
27.2,3,MXchip03,Normale
25.39,3,MXchip,Normale
27.1,3,MXchip03,Normale
27.2,3,MXchip03,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
25.2,3,MXchip,Normale
25.29,3,MXchip,Normale
25.2,3,MXchip,Normale
27.1,3,MXchip03,Normale
27.2,3,MXchip03,Normale
27.2,3,MXchip03,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
27.1,3,MXchip03,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
27.2,3,MXchip03,Normale
25.29,3,MXchip,Normale
25.2,3,MXchip,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
27.1,3,MXchip03,Normale
25.29,3,MXchip,Normale
27.2,3,MXchip03,Normale
27.1,3,MXchip03,Normale
25.39,3,MXchip,Normale
27.2,3,MXchip03,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
27.1,3,MXchip03,Normale
27.2,3,MXchip03,Normale
25.29,3,MXchip,Normale
25.2,3,MXchip,Normale
25.29,3,MXchip,Normale
25.2,3,MXchip,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
27.1,3,MXchip03,Normale
27.2,3,MXchip03,Normale
25.29,3,MXchip,Normale
27.2,3,MXchip03,Normale
25.39,3,MXchip,Normale
27.1,3,MXchip03,Normale
25.29,3,MXchip,Normale
27.2,3,MXchip03,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
27.1,3,MXchip03,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
27.1,3,MXchip03,Normale
27.2,3,MXchip03,Normale
27.1,3,MXchip03,Normale
27.2,3,MXchip03,Normale
27.1,3,MXchip03,Normale
27.2,3,MXchip03,Normale
25.29,3,MXchip,Normale
25.2,3,MXchip,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
25.5,3,MXchip,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
27.2,3,MXchip03,Normale
27.1,3,MXchip03,Normale
25.39,3,MXchip,Normale
27.2,3,MXchip03,Normale
27.1,3,MXchip03,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
27.2,3,MXchip03,Normale
25.29,3,MXchip,Normale
27.1,3,MXchip03,Normale
27.2,3,MXchip03,Normale
27.1,3,MXchip03,Normale
25.39,3,MXchip,Normale
27.2,3,MXchip03,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
27.1,3,MXchip03,Normale
27.2,3,MXchip03,Normale
27.1,3,MXchip03,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
27.1,3,MXchip03,Normale
27.2,3,MXchip03,Normale
27.1,3,MXchip03,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
27.2,3,MXchip03,Normale
27.29,3,MXchip03,Normale
27.2,3,MXchip03,Normale
27.29,3,MXchip03,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
27.2,3,MXchip03,Normale
25.39,3,MXchip,Normale
27.29,3,MXchip03,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
27.29,3,MXchip03,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
25.2,3,MXchip,Normale
25.29,3,MXchip,Normale
27.29,3,MXchip03,Normale
25.2,3,MXchip,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
27.2,3,MXchip03,Normale
25.29,3,MXchip,Normale
27.2,3,MXchip03,Normale
27.29,3,MXchip03,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
25.39,3,MXchip,Normale
27.2,3,MXchip03,Normale
25.29,3,MXchip,Normale
27.1,3,MXchip03,Normale
25.39,3,MXchip,Normale
25.29,3,MXchip,Normale
27.2,3,MXchip03,Normale
27.1,3,MXchip03,Normale
27.2,3,MXchip03,Normale
25.39,3,MXchip,Normale
27.2,3,MXchip03,Normale
27.1,3,MXchip03,Normale
27.2,3,MXchip03,Normale
27.1,2,MXchip03,Normale
27.2,2,MXchip03,Normale
27.1,2,MXchip03,Normale
25.29,2,MXchip,Normale
25.2,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
27.2,2,MXchip03,Normale
25.29,2,MXchip,Normale
27.1,2,MXchip03,Normale
25.39,2,MXchip,Normale
27.2,2,MXchip03,Normale
25.29,2,MXchip,Normale
27.29,2,MXchip03,Normale
25.39,2,MXchip,Normale
27.2,2,MXchip03,Normale
27.29,2,MXchip03,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
27.2,2,MXchip03,Normale
25.39,2,MXchip,Normale
27.29,2,MXchip03,Normale
25.29,2,MXchip,Normale
27.2,2,MXchip03,Normale
25.39,2,MXchip,Normale
27.29,2,MXchip03,Normale
25.29,2,MXchip,Normale
27.2,2,MXchip03,Normale
25.39,2,MXchip,Normale
27.2,2,MXchip03,Normale
27.29,2,MXchip03,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
27.2,2,MXchip03,Normale
27.1,2,MXchip03,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
27.2,2,MXchip03,Normale
27.1,2,MXchip03,Normale
25.29,2,MXchip,Normale
27.2,2,MXchip03,Normale
27.1,2,MXchip03,Normale
27.2,2,MXchip03,Normale
25.39,2,MXchip,Normale
27.29,2,MXchip03,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
27.2,2,MXchip03,Normale
25.2,2,MXchip,Normale
27.29,2,MXchip03,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
27.29,2,MXchip03,Normale
25.29,2,MXchip,Normale
27.2,2,MXchip03,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
27.29,2,MXchip03,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.2,2,MXchip,Normale
25.29,2,MXchip,Normale
25.2,2,MXchip,Normale
27.2,2,MXchip03,Normale
27.1,2,MXchip03,Normale
25.29,2,MXchip,Normale
27.2,2,MXchip03,Normale
25.39,2,MXchip,Normale
27.1,2,MXchip03,Normale
25.29,2,MXchip,Normale
27.2,2,MXchip03,Normale
25.39,2,MXchip,Normale
27.1,2,MXchip03,Normale
27.2,2,MXchip03,Normale
27.1,2,MXchip03,Normale
27.2,2,MXchip03,Normale
27.1,2,MXchip03,Normale
27.2,2,MXchip03,Normale
25.29,2,MXchip,Normale
27.1,2,MXchip03,Normale
25.39,2,MXchip,Normale
27.2,2,MXchip03,Normale
25.29,2,MXchip,Normale
27.1,2,MXchip03,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
27.2,2,MXchip03,Normale
25.39,2,MXchip,Normale
27.1,2,MXchip03,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
27.29,2,MXchip03,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
27.29,2,MXchip03,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
27.2,2,MXchip03,Normale
27.29,2,MXchip03,Normale
25.39,2,MXchip,Normale
25.5,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
27.2,2,MXchip03,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
27.2,2,MXchip03,Normale
25.39,2,MXchip,Normale
27.1,2,MXchip03,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
27.2,2,MXchip03,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
27.2,2,MXchip03,Normale
27.2,2,MXchip03,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
27.29,2,MXchip03,Normale
27.2,2,MXchip03,Normale
25.39,2,MXchip,Normale
27.29,2,MXchip03,Normale
27.2,2,MXchip03,Normale
27.2,2,MXchip03,Normale
27.29,2,MXchip03,Normale
27.29,2,MXchip03,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
27.2,2,MXchip03,Normale
27.29,2,MXchip03,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
27.2,2,MXchip03,Normale
25.29,2,MXchip,Normale
27.29,2,MXchip03,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.2,2,MXchip,Normale
25.29,2,MXchip,Normale
25.2,2,MXchip,Normale
27.2,2,MXchip03,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
27.29,2,MXchip03,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
27.29,2,MXchip03,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.2,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
27.2,2,MXchip03,Normale
27.1,2,MXchip03,Normale
25.29,2,MXchip,Normale
25.2,2,MXchip,Normale
25.29,2,MXchip,Normale
25.2,2,MXchip,Normale
27.29,2,MXchip03,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
27.2,2,MXchip03,Normale
25.2,2,MXchip,Normale
27.29,2,MXchip03,Normale
25.29,2,MXchip,Normale
27.2,2,MXchip03,Normale
25.2,2,MXchip,Normale
25.29,2,MXchip,Normale
25.2,2,MXchip,Normale
25.29,2,MXchip,Normale
27.29,2,MXchip03,Normale
25.39,2,MXchip,Normale
27.29,2,MXchip03,Normale
27.2,2,MXchip03,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
27.2,2,MXchip03,Normale
25.29,2,MXchip,Normale
25.2,2,MXchip,Normale
27.2,2,MXchip03,Normale
27.29,2,MXchip03,Normale
25.29,2,MXchip,Normale
27.2,2,MXchip03,Normale
25.2,2,MXchip,Normale
25.29,2,MXchip,Normale
27.2,2,MXchip03,Normale
25.2,2,MXchip,Normale
25.29,2,MXchip,Normale
27.29,2,MXchip03,Normale
27.2,2,MXchip03,Normale
25.2,2,MXchip,Normale
27.29,2,MXchip03,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
27.2,2,MXchip03,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
27.29,2,MXchip03,Normale
25.29,2,MXchip,Normale
27.2,2,MXchip03,Normale
27.29,2,MXchip03,Normale
27.2,2,MXchip03,Normale
27.29,2,MXchip03,Normale
27.29,2,MXchip03,Normale
25.39,2,MXchip,Normale
27.2,2,MXchip03,Normale
27.29,2,MXchip03,Normale
27.2,2,MXchip03,Normale
25.29,2,MXchip,Normale
27.29,2,MXchip03,Normale
27.2,2,MXchip03,Normale
27.2,2,MXchip03,Normale
27.29,2,MXchip03,Normale
27.2,2,MXchip03,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
27.2,2,MXchip03,Normale
27.29,2,MXchip03,Normale
27.2,2,MXchip03,Normale
25.39,2,MXchip,Normale
27.29,2,MXchip03,Normale
25.5,2,MXchip,Normale
27.2,2,MXchip03,Normale
25.39,2,MXchip,Normale
25.5,2,MXchip,Normale
25.39,2,MXchip,Normale
25.5,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.5,2,MXchip,Normale
27.29,2,MXchip03,Normale
25.39,2,MXchip,Normale
27.2,2,MXchip03,Normale
25.29,2,MXchip,Normale
27.29,2,MXchip03,Normale
27.2,2,MXchip03,Normale
27.2,2,MXchip03,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
27.29,2,MXchip03,Normale
27.2,2,MXchip03,Normale
25.29,2,MXchip,Normale
25.2,2,MXchip,Normale
25.29,2,MXchip,Normale
25.2,2,MXchip,Normale
25.29,2,MXchip,Normale
25.2,2,MXchip,Normale
25.29,2,MXchip,Normale
25.2,2,MXchip,Normale
27.29,2,MXchip03,Normale
25.29,2,MXchip,Normale
27.2,2,MXchip03,Normale
27.29,2,MXchip03,Normale
25.2,2,MXchip,Normale
27.2,2,MXchip03,Normale
25.29,2,MXchip,Normale
25.2,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.39,2,MXchip,Normale
27.29,2,MXchip03,Normale
25.29,2,MXchip,Normale
27.39,2,MXchip03,Normale
27.39,2,MXchip03,Normale
27.2,2,MXchip03,Normale
25.39,2,MXchip,Normale
27.29,2,MXchip03,Normale
25.29,2,MXchip,Normale
27.2,2,MXchip03,Normale
25.39,2,MXchip,Normale
25.29,2,MXchip,Normale
25.29,2,MXchip,Normale
27.39,2,MXchip03,Normale
25.39,2,MXchip,Normale
27.29,2,MXchip03,Normale
27.39,1,MXchip03,Normale
27.29,1,MXchip03,Normale
25.29,1,MXchip,Normale
27.2,1,MXchip03,Normale
25.39,1,MXchip,Normale
25.29,1,MXchip,Normale
25.39,1,MXchip,Normale
27.29,1,MXchip03,Normale
27.39,1,MXchip03,Normale
25.29,1,MXchip,Normale
25.2,1,MXchip,Normale
25.29,1,MXchip,Normale
27.29,1,MXchip03,Normale
25.2,1,MXchip,Normale
27.29,1,MXchip03,Normale
25.29,1,MXchip,Normale
27.39,1,MXchip03,Normale
25.2,1,MXchip,Normale
25.29,1,MXchip,Normale
27.39,1,MXchip03,Normale
25.39,1,MXchip,Normale
27.29,1,MXchip03,Normale
27.39,1,MXchip03,Normale
27.39,1,MXchip03,Normale
25.29,1,MXchip,Normale
25.2,1,MXchip,Normale
27.29,1,MXchip03,Normale
25.29,1,MXchip,Normale
27.39,1,MXchip03,Normale
25.2,1,MXchip,Normale
25.29,1,MXchip,Normale
25.2,1,MXchip,Normale
27.39,1,MXchip03,Normale
27.29,1,MXchip03,Normale
25.29,1,MXchip,Normale
27.29,1,MXchip03,Normale
25.2,1,MXchip,Normale
25.29,1,MXchip,Normale
25.2,1,MXchip,Normale
27.39,1,MXchip03,Normale
27.39,1,MXchip03,Normale
25.29,1,MXchip,Normale
25.2,1,MXchip,Normale
27.29,1,MXchip03,Normale
25.29,1,MXchip,Normale
27.39,1,MXchip03,Normale
27.29,1,MXchip03,Normale
27.39,1,MXchip03,Normale
25.2,1,MXchip,Normale
25.1,1,MXchip,Normale
25.2,1,MXchip,Normale
25.29,1,MXchip,Normale
25.2,1,MXchip,Normale
25.1,1,MXchip,Normale
25.2,1,MXchip,Normale
25.1,1,MXchip,Normale
25.2,1,MXchip,Normale
25.29,1,MXchip,Normale
27.39,1,MXchip03,Normale
25.2,1,MXchip,Normale
27.29,1,MXchip03,Normale
25.1,1,MXchip,Normale
27.39,1,MXchip03,Normale
27.29,1,MXchip03,Normale
25.2,1,MXchip,Normale
25.1,1,MXchip,Normale
25.2,1,MXchip,Normale
27.39,1,MXchip03,Normale
25.1,1,MXchip,Normale
27.29,1,MXchip03,Normale
25.2,1,MXchip,Normale
27.39,1,MXchip03,Normale
25.1,1,MXchip,Normale
27.29,1,MXchip03,Normale
27.39,1,MXchip03,Normale
27.29,1,MXchip03,Normale
25.2,1,MXchip,Normale
27.39,1,MXchip03,Normale
27.29,1,MXchip03,Normale
27.39,1,MXchip03,Normale
25.1,1,MXchip,Normale
27.39,1,MXchip03,Normale
25.0,1,MXchip,Normale
27.39,1,MXchip03,Normale
25.1,1,MXchip,Normale
27.29,1,MXchip03,Normale
27.29,1,MXchip03,Normale
27.39,1,MXchip03,Normale
27.29,1,MXchip03,Normale
25.0,1,MXchip,Normale
24.89,1,MXchip,Normale
25.0,1,MXchip,Normale
27.39,1,MXchip03,Normale
27.29,1,MXchip03,Normale
24.89,1,MXchip,Normale
24.79,1,MXchip,Normale
24.89,1,MXchip,Normale
27.39,1,MXchip03,Normale
27.29,1,MXchip03,Normale
27.39,1,MXchip03,Normale
24.79,1,MXchip,Normale
24.7,1,MXchip,Normale
24.6,1,MXchip,Normale
24.5,1,MXchip,Normale
24.39,1,MXchip,Normale
27.39,1,MXchip03,Normale
24.29,1,MXchip,Normale
24.39,1,MXchip,Normale
27.29,1,MXchip03,Normale
24.29,1,MXchip,Normale
27.39,1,MXchip03,Normale
24.39,1,MXchip,Normale
27.29,1,MXchip03,Normale
24.5,1,MXchip,Normale
24.39,1,MXchip,Normale
24.6,1,MXchip,Normale
24.7,1,MXchip,Normale
24.79,1,MXchip,Normale
24.7,1,MXchip,Normale
24.6,1,MXchip,Normale
24.5,1,MXchip,Normale
27.29,1,MXchip03,Normale
24.6,1,MXchip,Normale
24.5,1,MXchip,Normale
27.39,1,MXchip03,Normale
24.6,1,MXchip,Normale
27.29,1,MXchip03,Normale
24.7,1,MXchip,Normale
24.6,1,MXchip,Normale
27.39,1,MXchip03,Normale
24.7,1,MXchip,Normale
27.29,1,MXchip03,Normale
27.39,1,MXchip03,Normale
24.79,1,MXchip,Normale
24.89,1,MXchip,Normale
27.39,1,MXchip03,Normale
27.29,1,MXchip03,Normale
27.39,1,MXchip03,Normale
27.29,1,MXchip03,Normale
24.79,1,MXchip,Normale
27.39,1,MXchip03,Normale
27.29,1,MXchip03,Normale
24.89,1,MXchip,Normale
27.39,1,MXchip03,Normale
27.29,1,MXchip03,Normale
25.0,1,MXchip,Normale
27.39,1,MXchip03,Normale
25.1,1,MXchip,Normale
27.29,1,MXchip03,Normale
27.39,1,MXchip03,Normale
25.2,1,MXchip,Normale
25.29,1,MXchip,Normale
25.2,1,MXchip,Normale
25.29,1,MXchip,Normale
27.39,1,MXchip03,Normale
27.5,1,MXchip03,Normale
25.2,1,MXchip,Normale
25.29,1,MXchip,Normale
25.2,1,MXchip,Normale
27.39,1,MXchip03,Normale
25.29,1,MXchip,Normale
27.5,1,MXchip03,Normale
27.39,1,MXchip03,Normale
25.2,1,MXchip,Normale
27.39,1,MXchip03,Normale
27.5,1,MXchip03,Normale
27.39,1,MXchip03,Normale
25.29,1,MXchip,Normale
27.5,1,MXchip03,Normale
25.2,1,MXchip,Normale
27.39,1,MXchip03,Normale
25.29,1,MXchip,Normale
25.2,1,MXchip,Normale
27.39,1,MXchip03,Normale
27.5,1,MXchip03,Normale
27.39,1,MXchip03,Normale
27.5,1,MXchip03,Normale
25.29,1,MXchip,Normale
27.39,1,MXchip03,Normale
25.2,1,MXchip,Normale
27.5,1,MXchip03,Normale
27.39,1,MXchip03,Normale
27.5,1,MXchip03,Normale
27.39,1,MXchip03,Normale
27.5,1,MXchip03,Normale
25.29,1,MXchip,Normale
25.2,1,MXchip,Normale
25.29,1,MXchip,Normale
25.2,1,MXchip,Normale
25.29,1,MXchip,Normale
25.2,1,MXchip,Normale
25.29,1,MXchip,Normale
25.2,1,MXchip,Normale
25.29,1,MXchip,Normale
27.39,1,MXchip03,Normale
25.2,1,MXchip,Normale
27.5,1,MXchip03,Normale
25.29,1,MXchip,Normale
27.39,1,MXchip03,Normale
25.2,1,MXchip,Normale
25.29,1,MXchip,Normale
25.2,1,MXchip,Normale
27.5,1,MXchip03,Normale
27.39,1,MXchip03,Normale
27.5,1,MXchip03,Normale
27.39,1,MXchip03,Normale
25.29,1,MXchip,Normale
25.39,1,MXchip,Normale
27.5,1,MXchip03,Normale
27.39,1,MXchip03,Normale
25.29,1,MXchip,Normale
25.39,1,MXchip,Normale
27.5,1,MXchip03,Normale
25.29,1,MXchip,Normale
25.39,1,MXchip,Normale
27.39,1,MXchip03,Normale
25.29,1,MXchip,Normale
25.2,1,MXchip,Normale
27.29,1,MXchip03,Normale
25.29,1,MXchip,Normale
27.39,1,MXchip03,Normale
25.2,1,MXchip,Normale
27.29,1,MXchip03,Normale
27.39,1,MXchip03,Normale
25.29,1,MXchip,Normale
27.29,1,MXchip03,Normale
27.39,1,MXchip03,Normale
27.29,1,MXchip03,Normale
25.39,1,MXchip,Normale
25.29,1,MXchip,Normale
25.39,1,MXchip,Normale
25.29,1,MXchip,Normale
25.39,1,MXchip,Normale
25.29,1,MXchip,Normale
25.39,1,MXchip,Normale
27.39,1,MXchip03,Normale
25.29,1,MXchip,Normale
27.29,1,MXchip03,Normale
27.39,1,MXchip03,Normale
25.39,1,MXchip,Normale
27.29,1,MXchip03,Normale
27.39,1,MXchip03,Normale
27.29,1,MXchip03,Normale
25.29,1,MXchip,Normale
25.39,1,MXchip,Normale
25.29,1,MXchip,Normale
25.39,1,MXchip,Normale
27.5,1,MXchip03,Normale
27.39,1,MXchip03,Normale
25.29,1,MXchip,Normale
25.39,1,MXchip,Normale
27.5,1,MXchip03,Normale
27.39,1,MXchip03,Normale
25.29,1,MXchip,Normale
25.39,1,MXchip,Normale
27.39,1,MXchip03,Normale
27.5,1,MXchip03,Normale
27.39,1,MXchip03,Normale
27.5,1,MXchip03,Normale
25.29,1,MXchip,Normale
27.39,1,MXchip03,Normale
25.39,1,MXchip,Normale
25.29,1,MXchip,Normale
25.39,1,MXchip,Normale
27.39,1,MXchip03,Normale
27.5,1,MXchip03,Normale
25.29,1,MXchip,Normale
27.39,1,MXchip03,Normale
25.39,1,MXchip,Normale
25.29,1,MXchip,Normale
25.39,1,MXchip,Normale
25.29,1,MXchip,Normale
25.39,1,MXchip,Normale
27.5,1,MXchip03,Normale
27.39,1,MXchip03,Normale
27.5,1,MXchip03,Normale
25.29,1,MXchip,Normale
27.39,1,MXchip03,Normale
27.5,1,MXchip03,Normale
25.39,1,MXchip,Normale
27.39,1,MXchip03,Normale
27.5,1,MXchip03,Normale
25.29,1,MXchip,Normale
25.39,1,MXchip,Normale
25.29,1,MXchip,Normale
27.5,1,MXchip03,Normale
25.39,1,MXchip,Normale
25.29,1,MXchip,Normale
27.5,1,MXchip03,Normale
25.39,1,MXchip,Normale
27.39,1,MXchip03,Normale
25.29,1,MXchip,Normale
27.5,1,MXchip03,Normale
27.39,1,MXchip03,Normale
27.5,1,MXchip03,Normale
27.39,1,MXchip03,Normale
27.5,1,MXchip03,Normale
25.39,1,MXchip,Normale
25.29,1,MXchip,Normale
25.39,1,MXchip,Normale
27.39,1,MXchip03,Normale
27.5,1,MXchip03,Normale
25.29,1,MXchip,Normale
27.39,1,MXchip03,Normale
27.5,1,MXchip03,Normale
27.39,1,MXchip03,Normale
27.5,1,MXchip03,Normale
25.39,1,MXchip,Normale
25.29,1,MXchip,Normale
27.39,1,MXchip03,Normale
27.29,1,MXchip03,Normale
25.39,1,MXchip,Normale
27.39,1,MXchip03,Normale
27.5,1,MXchip03,Normale
27.39,1,MXchip03,Normale
27.5,1,MXchip03,Normale
25.29,1,MXchip,Normale
25.39,1,MXchip,Normale
27.5,1,MXchip03,Normale
25.29,1,MXchip,Normale
27.39,1,MXchip03,Normale
